"Notes"	"Census Region"	"Census Region Code"	"State"	"State Code"	"Gender"	"Gender Code"	"Age Group"	"Age Group Code"	Deaths	Population	Crude Rate
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"Male"	"M"	"65-74 years"	"65-74"	38528	1946040	1979.8
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"Male"	"M"	"75-84 years"	"75-84"	46850	1015110	4615.3
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"Male"	"M"	"85+ years"	"85+"	42002	321588	13060.8
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"Male"	"M"	"Not Stated"	"NS"	34	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"Female"	"F"	"< 1 year"	"1"	1041	226226	460.2
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"Female"	"F"	"1-4 years"	"1-4"	186	927991	20.0
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"Female"	"F"	"5-9 years"	"5-9"	114	1207808	9.4
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"Female"	"F"	"10-14 years"	"10-14"	133	1190108	11.2
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"Female"	"F"	"15-19 years"	"15-19"	348	1163946	29.9
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"Female"	"F"	"20-24 years"	"20-24"	599	1244382	48.1
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"Female"	"F"	"25-34 years"	"25-34"	1730	2641377	65.5
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"Female"	"F"	"35-44 years"	"35-44"	2781	2448914	113.6
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"Female"	"F"	"45-54 years"	"45-54"	6561	2540433	258.3
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"Female"	"F"	"55-64 years"	"55-64"	12321	2338205	526.9
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"Female"	"F"	"65-74 years"	"65-74"	17066	1399903	1219.1
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"Female"	"F"	"75-84 years"	"75-84"	27470	718631	3822.5
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"Female"	"F"	"85+ years"	"85+"	46886	359068	13057.7
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"Male"	"M"	"< 1 year"	"1"	1285	237172	541.8
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"Male"	"M"	"1-4 years"	"1-4"	271	976029	27.8
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"Male"	"M"	"5-9 years"	"5-9"	138	1266052	10.9
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"Male"	"M"	"10-14 years"	"10-14"	230	1242938	18.5
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"Male"	"M"	"15-19 years"	"15-19"	819	1244809	65.8
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"Male"	"M"	"20-24 years"	"20-24"	1666	1360314	122.5
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"Male"	"M"	"25-34 years"	"25-34"	3880	2818020	137.7
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"Male"	"M"	"35-44 years"	"35-44"	5000	2575792	194.1
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"Male"	"M"	"45-54 years"	"45-54"	10554	2530716	417.0
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"Male"	"M"	"55-64 years"	"55-64"	19980	2244693	890.1
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"Male"	"M"	"65-74 years"	"65-74"	22736	1284701	1769.8
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"Male"	"M"	"75-84 years"	"75-84"	27952	567607	4924.5
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"Male"	"M"	"85+ years"	"85+"	28233	188203	15001.4
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"Female"	"F"	"< 1 year"	"1"	349	77978	447.6
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"Female"	"F"	"1-4 years"	"1-4"	64	321295	19.9
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"Female"	"F"	"5-9 years"	"5-9"	43	417948	10.3
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"Female"	"F"	"10-14 years"	"10-14"	54	413415	13.1
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"Female"	"F"	"15-19 years"	"15-19"	152	393896	38.6
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"Female"	"F"	"20-24 years"	"20-24"	201	375780	53.5
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"Female"	"F"	"25-34 years"	"25-34"	477	736202	64.8
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"Female"	"F"	"35-44 years"	"35-44"	886	681832	129.9
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"Female"	"F"	"45-54 years"	"45-54"	2029	709414	286.0
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"Female"	"F"	"55-64 years"	"55-64"	4142	693974	596.9
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"Female"	"F"	"65-74 years"	"65-74"	6514	466790	1395.5
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"Female"	"F"	"75-84 years"	"75-84"	10123	246492	4106.8
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"Female"	"F"	"85+ years"	"85+"	16937	118227	14325.8
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"Male"	"M"	"< 1 year"	"1"	492	81055	607.0
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"Male"	"M"	"1-4 years"	"1-4"	96	334800	28.7
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"Male"	"M"	"5-9 years"	"5-9"	60	439828	13.6
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"Male"	"M"	"10-14 years"	"10-14"	98	433556	22.6
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"Male"	"M"	"15-19 years"	"15-19"	301	413164	72.9
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"Male"	"M"	"20-24 years"	"20-24"	488	401057	121.7
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"Male"	"M"	"25-34 years"	"25-34"	978	762048	128.3
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"Male"	"M"	"35-44 years"	"35-44"	1458	700564	208.1
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"Male"	"M"	"45-54 years"	"45-54"	3087	703895	438.6
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"Male"	"M"	"55-64 years"	"55-64"	6486	673464	963.1
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"Male"	"M"	"65-74 years"	"65-74"	8865	451003	1965.6
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"Male"	"M"	"75-84 years"	"75-84"	11412	212102	5380.4
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"Male"	"M"	"85+ years"	"85+"	11099	69368	16000.2
	"Census Region 4: West"	"CENS-R4"	"Montana"	"30"	"Female"	"F"	"< 1 year"	"1"	208	42241	492.4
	"Census Region 4: West"	"CENS-R4"	"Montana"	"30"	"Female"	"F"	"1-4 years"	"1-4"	49	170200	28.8
	"Census Region 4: West"	"CENS-R4"	"Montana"	"30"	"Female"	"F"	"5-9 years"	"5-9"	27	214374	12.6
	"Census Region 4: West"	"CENS-R4"	"Montana"	"30"	"Female"	"F"	"10-14 years"	"10-14"	30	211098	14.2
	"Census Region 4: West"	"CENS-R4"	"Montana"	"30"	"Female"	"F"	"15-19 years"	"15-19"	100	216520	46.2
	"Census Region 4: West"	"CENS-R4"	"Montana"	"30"	"Female"	"F"	"20-24 years"	"20-24"	162	239081	67.8
	"Census Region 4: West"	"CENS-R4"	"Montana"	"30"	"Female"	"F"	"25-34 years"	"25-34"	380	435388	87.3
	"Census Region 4: West"	"CENS-R4"	"Montana"	"30"	"Female"	"F"	"35-44 years"	"35-44"	642	395022	162.5
	"Census Region 4: West"	"CENS-R4"	"Montana"	"30"	"Female"	"F"	"45-54 years"	"45-54"	1647	480153	343.0
	"Census Region 4: West"	"CENS-R4"	"Montana"	"30"	"Female"	"F"	"55-64 years"	"55-64"	3178	521055	609.9
	"Census Region 4: West"	"CENS-R4"	"Montana"	"30"	"Female"	"F"	"65-74 years"	"65-74"	4691	330786	1418.1
	"Census Region 4: West"	"CENS-R4"	"Montana"	"30"	"Female"	"F"	"75-84 years"	"75-84"	7442	183015	4066.3
	"Census Region 4: West"	"CENS-R4"	"Montana"	"30"	"Female"	"F"	"85+ years"	"85+"	13038	95551	13645.1
	"Census Region 4: West"	"CENS-R4"	"Montana"	"30"	"Male"	"M"	"< 1 year"	"1"	290	44325	654.3
	"Census Region 4: West"	"CENS-R4"	"Montana"	"30"	"Male"	"M"	"1-4 years"	"1-4"	70	178258	39.3
	"Census Region 4: West"	"CENS-R4"	"Montana"	"30"	"Male"	"M"	"5-9 years"	"5-9"	51	224981	22.7
	"Census Region 4: West"	"CENS-R4"	"Montana"	"30"	"Male"	"M"	"10-14 years"	"10-14"	62	221353	28.0
	"Census Region 4: West"	"CENS-R4"	"Montana"	"30"	"Male"	"M"	"15-19 years"	"15-19"	235	236227	99.5
	"Census Region 4: West"	"CENS-R4"	"Montana"	"30"	"Male"	"M"	"20-24 years"	"20-24"	371	263097	141.0
	"Census Region 4: West"	"CENS-R4"	"Montana"	"30"	"Male"	"M"	"25-34 years"	"25-34"	858	459585	186.7
	"Census Region 4: West"	"CENS-R4"	"Montana"	"30"	"Male"	"M"	"35-44 years"	"35-44"	1095	410640	266.7
	"Census Region 4: West"	"CENS-R4"	"Montana"	"30"	"Male"	"M"	"45-54 years"	"45-54"	2426	473001	512.9
	"Census Region 4: West"	"CENS-R4"	"Montana"	"30"	"Male"	"M"	"55-64 years"	"55-64"	5102	512748	995.0
	"Census Region 4: West"	"CENS-R4"	"Montana"	"30"	"Male"	"M"	"65-74 years"	"65-74"	6780	333386	2033.7
	"Census Region 4: West"	"CENS-R4"	"Montana"	"30"	"Male"	"M"	"75-84 years"	"75-84"	8363	157215	5319.5
	"Census Region 4: West"	"CENS-R4"	"Montana"	"30"	"Male"	"M"	"85+ years"	"85+"	8360	54906	15226.0
	"Census Region 4: West"	"CENS-R4"	"Nevada"	"32"	"Female"	"F"	"< 1 year"	"1"	616	121972	505.0
	"Census Region 4: West"	"CENS-R4"	"Nevada"	"32"	"Female"	"F"	"1-4 years"	"1-4"	105	499545	21.0
	"Census Region 4: West"	"CENS-R4"	"Nevada"	"32"	"Female"	"F"	"5-9 years"	"5-9"	72	639299	11.3
	"Census Region 4: West"	"CENS-R4"	"Nevada"	"32"	"Female"	"F"	"10-14 years"	"10-14"	95	630827	15.1
	"Census Region 4: West"	"CENS-R4"	"Nevada"	"32"	"Female"	"F"	"15-19 years"	"15-19"	177	599947	29.5
	"Census Region 4: West"	"CENS-R4"	"Nevada"	"32"	"Female"	"F"	"20-24 years"	"20-24"	339	636057	53.3
	"Census Region 4: West"	"CENS-R4"	"Nevada"	"32"	"Female"	"F"	"25-34 years"	"25-34"	986	1378495	71.5
	"Census Region 4: West"	"CENS-R4"	"Nevada"	"32"	"Female"	"F"	"35-44 years"	"35-44"	1876	1311927	143.0
	"Census Region 4: West"	"CENS-R4"	"Nevada"	"32"	"Female"	"F"	"45-54 years"	"45-54"	4586	1311503	349.7
	"Census Region 4: West"	"CENS-R4"	"Nevada"	"32"	"Female"	"F"	"55-64 years"	"55-64"	8703	1209571	719.5
	"Census Region 4: West"	"CENS-R4"	"Nevada"	"32"	"Female"	"F"	"65-74 years"	"65-74"	13320	848313	1570.2
	"Census Region 4: West"	"CENS-R4"	"Nevada"	"32"	"Female"	"F"	"75-84 years"	"75-84"	17225	402692	4277.5
	"Census Region 4: West"	"CENS-R4"	"Nevada"	"32"	"Female"	"F"	"85+ years"	"85+"	20485	156731	13070.2
	"Census Region 4: West"	"CENS-R4"	"Nevada"	"32"	"Male"	"M"	"< 1 year"	"1"	739	128425	575.4
	"Census Region 4: West"	"CENS-R4"	"Nevada"	"32"	"Male"	"M"	"1-4 years"	"1-4"	173	523890	33.0
	"Census Region 4: West"	"CENS-R4"	"Nevada"	"32"	"Male"	"M"	"5-9 years"	"5-9"	103	666817	15.4
	"Census Region 4: West"	"CENS-R4"	"Nevada"	"32"	"Male"	"M"	"10-14 years"	"10-14"	107	659786	16.2
	"Census Region 4: West"	"CENS-R4"	"Nevada"	"32"	"Male"	"M"	"15-19 years"	"15-19"	485	638391	76.0
	"Census Region 4: West"	"CENS-R4"	"Nevada"	"32"	"Male"	"M"	"20-24 years"	"20-24"	896	662556	135.2
	"Census Region 4: West"	"CENS-R4"	"Nevada"	"32"	"Male"	"M"	"25-34 years"	"25-34"	2158	1435027	150.4
	"Census Region 4: West"	"CENS-R4"	"Nevada"	"32"	"Male"	"M"	"35-44 years"	"35-44"	3193	1364520	234.0
	"Census Region 4: West"	"CENS-R4"	"Nevada"	"32"	"Male"	"M"	"45-54 years"	"45-54"	7383	1363641	541.4
	"Census Region 4: West"	"CENS-R4"	"Nevada"	"32"	"Male"	"M"	"55-64 years"	"55-64"	13983	1162701	1202.6
	"Census Region 4: West"	"CENS-R4"	"Nevada"	"32"	"Male"	"M"	"65-74 years"	"65-74"	19059	805858	2365.1
	"Census Region 4: West"	"CENS-R4"	"Nevada"	"32"	"Male"	"M"	"75-84 years"	"75-84"	20044	359572	5574.4
	"Census Region 4: West"	"CENS-R4"	"Nevada"	"32"	"Male"	"M"	"85+ years"	"85+"	13866	96725	14335.5
	"Census Region 4: West"	"CENS-R4"	"Nevada"	"32"	"Male"	"M"	"Not Stated"	"NS"	15	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"New Mexico"	"35"	"Female"	"F"	"< 1 year"	"1"	466	91016	512.0
	"Census Region 4: West"	"CENS-R4"	"New Mexico"	"35"	"Female"	"F"	"1-4 years"	"1-4"	131	379563	34.5
	"Census Region 4: West"	"CENS-R4"	"New Mexico"	"35"	"Female"	"F"	"5-9 years"	"5-9"	54	490547	11.0
	"Census Region 4: West"	"CENS-R4"	"New Mexico"	"35"	"Female"	"F"	"10-14 years"	"10-14"	70	485418	14.4
	"Census Region 4: West"	"CENS-R4"	"New Mexico"	"35"	"Female"	"F"	"15-19 years"	"15-19"	201	485954	41.4
	"Census Region 4: West"	"CENS-R4"	"New Mexico"	"35"	"Female"	"F"	"20-24 years"	"20-24"	363	501546	72.4
	"Census Region 4: West"	"CENS-R4"	"New Mexico"	"35"	"Female"	"F"	"25-34 years"	"25-34"	999	941726	106.1
	"Census Region 4: West"	"CENS-R4"	"New Mexico"	"35"	"Female"	"F"	"35-44 years"	"35-44"	1593	858189	185.6
	"Census Region 4: West"	"CENS-R4"	"New Mexico"	"35"	"Female"	"F"	"45-54 years"	"45-54"	3541	969689	365.2
	"Census Region 4: West"	"CENS-R4"	"New Mexico"	"35"	"Female"	"F"	"55-64 years"	"55-64"	6204	975917	635.7
	"Census Region 4: West"	"CENS-R4"	"New Mexico"	"35"	"Female"	"F"	"65-74 years"	"65-74"	8854	656066	1349.6
	"Census Region 4: West"	"CENS-R4"	"New Mexico"	"35"	"Female"	"F"	"75-84 years"	"75-84"	13550	357011	3795.4
	"Census Region 4: West"	"CENS-R4"	"New Mexico"	"35"	"Female"	"F"	"85+ years"	"85+"	19830	158980	12473.3
	"Census Region 4: West"	"CENS-R4"	"New Mexico"	"35"	"Male"	"M"	"< 1 year"	"1"	595	94903	627.0
	"Census Region 4: West"	"CENS-R4"	"New Mexico"	"35"	"Male"	"M"	"1-4 years"	"1-4"	140	396259	35.3
	"Census Region 4: West"	"CENS-R4"	"New Mexico"	"35"	"Male"	"M"	"5-9 years"	"5-9"	66	508472	13.0
	"Census Region 4: West"	"CENS-R4"	"New Mexico"	"35"	"Male"	"M"	"10-14 years"	"10-14"	109	501664	21.7
	"Census Region 4: West"	"CENS-R4"	"New Mexico"	"35"	"Male"	"M"	"15-19 years"	"15-19"	462	511488	90.3
	"Census Region 4: West"	"CENS-R4"	"New Mexico"	"35"	"Male"	"M"	"20-24 years"	"20-24"	966	538821	179.3
	"Census Region 4: West"	"CENS-R4"	"New Mexico"	"35"	"Male"	"M"	"25-34 years"	"25-34"	2422	987734	245.2
	"Census Region 4: West"	"CENS-R4"	"New Mexico"	"35"	"Male"	"M"	"35-44 years"	"35-44"	3056	856616	356.8
	"Census Region 4: West"	"CENS-R4"	"New Mexico"	"35"	"Male"	"M"	"45-54 years"	"45-54"	6005	931667	644.5
	"Census Region 4: West"	"CENS-R4"	"New Mexico"	"35"	"Male"	"M"	"55-64 years"	"55-64"	10149	896841	1131.6
	"Census Region 4: West"	"CENS-R4"	"New Mexico"	"35"	"Male"	"M"	"65-74 years"	"65-74"	12102	590631	2049.0
	"Census Region 4: West"	"CENS-R4"	"New Mexico"	"35"	"Male"	"M"	"75-84 years"	"75-84"	14625	290650	5031.8
	"Census Region 4: West"	"CENS-R4"	"New Mexico"	"35"	"Male"	"M"	"85+ years"	"85+"	12956	92911	13944.5
	"Census Region 4: West"	"CENS-R4"	"New Mexico"	"35"	"Male"	"M"	"Not Stated"	"NS"	14	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Utah"	"49"	"Female"	"F"	"< 1 year"	"1"	733	173652	422.1
	"Census Region 4: West"	"CENS-R4"	"Utah"	"49"	"Female"	"F"	"1-4 years"	"1-4"	149	701356	21.2
	"Census Region 4: West"	"CENS-R4"	"Utah"	"49"	"Female"	"F"	"5-9 years"	"5-9"	95	881421	10.8
	"Census Region 4: West"	"CENS-R4"	"Utah"	"49"	"Female"	"F"	"10-14 years"	"10-14"	86	830526	10.4
	"Census Region 4: West"	"CENS-R4"	"Utah"	"49"	"Female"	"F"	"15-19 years"	"15-19"	259	775588	33.4
	"Census Region 4: West"	"CENS-R4"	"Utah"	"49"	"Female"	"F"	"20-24 years"	"20-24"	346	835927	41.4
	"Census Region 4: West"	"CENS-R4"	"Utah"	"49"	"Female"	"F"	"25-34 years"	"25-34"	1118	1524512	73.3
	"Census Region 4: West"	"CENS-R4"	"Utah"	"49"	"Female"	"F"	"35-44 years"	"35-44"	1661	1277566	130.0
	"Census Region 4: West"	"CENS-R4"	"Utah"	"49"	"Female"	"F"	"45-54 years"	"45-54"	3029	1074175	282.0
	"Census Region 4: West"	"CENS-R4"	"Utah"	"49"	"Female"	"F"	"55-64 years"	"55-64"	5330	953656	558.9
	"Census Region 4: West"	"CENS-R4"	"Utah"	"49"	"Female"	"F"	"65-74 years"	"65-74"	7808	598677	1304.2
	"Census Region 4: West"	"CENS-R4"	"Utah"	"49"	"Female"	"F"	"75-84 years"	"75-84"	13457	330491	4071.8
	"Census Region 4: West"	"CENS-R4"	"Utah"	"49"	"Female"	"F"	"85+ years"	"85+"	21464	145189	14783.5
	"Census Region 4: West"	"CENS-R4"	"Utah"	"49"	"Male"	"M"	"< 1 year"	"1"	1100	183028	601.0
	"Census Region 4: West"	"CENS-R4"	"Utah"	"49"	"Male"	"M"	"1-4 years"	"1-4"	178	739211	24.1
	"Census Region 4: West"	"CENS-R4"	"Utah"	"49"	"Male"	"M"	"5-9 years"	"5-9"	102	929599	11.0
	"Census Region 4: West"	"CENS-R4"	"Utah"	"49"	"Male"	"M"	"10-14 years"	"10-14"	180	875215	20.6
	"Census Region 4: West"	"CENS-R4"	"Utah"	"49"	"Male"	"M"	"15-19 years"	"15-19"	547	802887	68.1
	"Census Region 4: West"	"CENS-R4"	"Utah"	"49"	"Male"	"M"	"20-24 years"	"20-24"	957	868112	110.2
	"Census Region 4: West"	"CENS-R4"	"Utah"	"49"	"Male"	"M"	"25-34 years"	"25-34"	2314	1578578	146.6
	"Census Region 4: West"	"CENS-R4"	"Utah"	"49"	"Male"	"M"	"35-44 years"	"35-44"	2624	1327731	197.6
	"Census Region 4: West"	"CENS-R4"	"Utah"	"49"	"Male"	"M"	"45-54 years"	"45-54"	4465	1079400	413.7
	"Census Region 4: West"	"CENS-R4"	"Utah"	"49"	"Male"	"M"	"55-64 years"	"55-64"	7960	922465	862.9
	"Census Region 4: West"	"CENS-R4"	"Utah"	"49"	"Male"	"M"	"65-74 years"	"65-74"	10005	547519	1827.3
	"Census Region 4: West"	"CENS-R4"	"Utah"	"49"	"Male"	"M"	"75-84 years"	"75-84"	13807	274354	5032.5
	"Census Region 4: West"	"CENS-R4"	"Utah"	"49"	"Male"	"M"	"85+ years"	"85+"	14268	91304	15626.9
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Female"	"F"	"< 1 year"	"1"	123	25762	477.4
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Female"	"F"	"1-4 years"	"1-4"	36	107312	33.5
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Female"	"F"	"5-9 years"	"5-9"	15	134772	11.1 (Unreliable)
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Female"	"F"	"10-14 years"	"10-14"	12	125232	9.6 (Unreliable)
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Female"	"F"	"15-19 years"	"15-19"	61	125510	48.6
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Female"	"F"	"20-24 years"	"20-24"	73	137896	52.9
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Female"	"F"	"25-34 years"	"25-34"	241	269686	89.4
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Female"	"F"	"35-44 years"	"35-44"	400	230863	173.3
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Female"	"F"	"45-54 years"	"45-54"	911	262126	347.5
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Female"	"F"	"55-64 years"	"55-64"	1732	271205	638.6
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Female"	"F"	"65-74 years"	"65-74"	2446	160564	1523.4
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Female"	"F"	"75-84 years"	"75-84"	3593	87533	4104.7
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Female"	"F"	"85+ years"	"85+"	5449	42866	12711.7
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Male"	"M"	"< 1 year"	"1"	176	27317	644.3
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Male"	"M"	"1-4 years"	"1-4"	35	112745	31.0
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Male"	"M"	"5-9 years"	"5-9"	24	141777	16.9
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Male"	"M"	"10-14 years"	"10-14"	28	133621	21.0
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Male"	"M"	"15-19 years"	"15-19"	130	135070	96.2
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Male"	"M"	"20-24 years"	"20-24"	252	155009	162.6
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Male"	"M"	"25-34 years"	"25-34"	577	296311	194.7
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Male"	"M"	"35-44 years"	"35-44"	632	252514	250.3
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Male"	"M"	"45-54 years"	"45-54"	1430	269847	529.9
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Male"	"M"	"55-64 years"	"55-64"	2682	281356	953.2
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Male"	"M"	"65-74 years"	"65-74"	3349	161257	2076.8
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Male"	"M"	"75-84 years"	"75-84"	3939	73229	5379.0
	"Census Region 4: West"	"CENS-R4"	"Wyoming"	"56"	"Male"	"M"	"85+ years"	"85+"	3642	25118	14499.6
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Female"	"F"	"< 1 year"	"1"	180	37994	473.8
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Female"	"F"	"1-4 years"	"1-4"	51	148289	34.4
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Female"	"F"	"5-9 years"	"5-9"	17	176632	9.6 (Unreliable)
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Female"	"F"	"10-14 years"	"10-14"	31	171451	18.1
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Female"	"F"	"15-19 years"	"15-19"	91	164811	55.2
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Female"	"F"	"20-24 years"	"20-24"	140	179635	77.9
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Female"	"F"	"25-34 years"	"25-34"	376	372774	100.9
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Female"	"F"	"35-44 years"	"35-44"	505	307928	164.0
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Female"	"F"	"45-54 years"	"45-54"	1211	343060	353.0
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Female"	"F"	"55-64 years"	"55-64"	1892	309025	612.2
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Female"	"F"	"65-74 years"	"65-74"	2128	147215	1445.5
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Female"	"F"	"75-84 years"	"75-84"	2503	61844	4047.3
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Female"	"F"	"85+ years"	"85+"	3031	25095	12078.1
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Male"	"M"	"< 1 year"	"1"	241	39914	603.8
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Male"	"M"	"1-4 years"	"1-4"	74	157030	47.1
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Male"	"M"	"5-9 years"	"5-9"	35	186968	18.7
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Male"	"M"	"10-14 years"	"10-14"	49	181295	27.0
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Male"	"M"	"15-19 years"	"15-19"	170	183347	92.7
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Male"	"M"	"20-24 years"	"20-24"	428	227379	188.2
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Male"	"M"	"25-34 years"	"25-34"	834	419105	199.0
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Male"	"M"	"35-44 years"	"35-44"	868	336296	258.1
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Male"	"M"	"45-54 years"	"45-54"	1873	374984	499.5
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Male"	"M"	"55-64 years"	"55-64"	3381	337855	1000.7
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Male"	"M"	"65-74 years"	"65-74"	3271	159138	2055.4
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Male"	"M"	"75-84 years"	"75-84"	2996	53975	5550.7
	"Census Region 4: West"	"CENS-R4"	"Alaska"	"02"	"Male"	"M"	"85+ years"	"85+"	2043	14181	14406.6
